Record Length,2.500000e+03,,  -0.000000270000,-124.00000,
Sample Interval,2.000000e-10,,  -0.000000269800,-126.00000,
Trigger Point,1.350000000000e+03,,  -0.000000269600,-124.00000,
,,,  -0.000000269400,-124.00000,
,,,  -0.000000269200,-124.00000,
,,,  -0.000000269000,-124.00000,
Source,CH1,,  -0.000000268800,-124.00000,
Vertical Units,V,,  -0.000000268600,-126.00000,
Vertical Scale,5.000000e+01,,  -0.000000268400,-126.00000,
Vertical Offset,7.200000e+01,,  -0.000000268200,-126.00000,
Horizontal Units,s,,  -0.000000268000,-126.00000,
Horizontal Scale,5.000000e-08,,  -0.000000267800,-126.00000,
Pt Fmt,Y,,  -0.000000267600,-126.00000,
Yzero,0.000000e+00,,  -0.000000267400,-126.00000,
Probe Atten,1.000000e+01,,  -0.000000267200,-126.00000,
Model Number,TDS1001B,,  -0.000000267000,-126.00000,
Serial Number,C051164,,  -0.000000266800,-126.00000,
Firmware Version,FV:v22.01,,  -0.000000266600,-126.00000,
,,,-00.000000266400,-126.00000,
,,,-00.000000266200,-126.00000,
,,,-00.000000266000,-126.00000,
,,,-00.000000265800,-126.00000,
,,,-00.000000265600,-126.00000,
,,,-00.000000265400,-126.00000,
,,,-00.000000265200,-126.00000,
,,,-00.000000265000,-126.00000,
,,,-00.000000264800,-126.00000,
,,,-00.000000264600,-126.00000,
,,,-00.000000264400,-126.00000,
,,,-00.000000264200,-126.00000,
,,,-00.000000264000,-126.00000,
,,,-00.000000263800,-126.00000,
,,,-00.000000263600,-126.00000,
,,,-00.000000263400,-126.00000,
,,,-00.000000263200,-126.00000,
,,,-00.000000263000,-126.00000,
,,,-00.000000262800,-126.00000,
,,,-00.000000262600,-126.00000,
,,,-00.000000262400,-126.00000,
,,,-00.000000262200,-126.00000,
,,,-00.000000262000,-126.00000,
,,,-00.000000261800,-126.00000,
,,,-00.000000261600,-126.00000,
,,,-00.000000261400,-126.00000,
,,,-00.000000261200,-126.00000,
,,,-00.000000261000,-126.00000,
,,,-00.000000260800,-126.00000,
,,,-00.000000260600,-126.00000,
,,,-00.000000260400,-126.00000,
,,,-00.000000260200,-126.00000,
,,,-00.000000260000,-126.00000,
,,,-00.000000259800,-126.00000,
,,,-00.000000259600,-126.00000,
,,,-00.000000259400,-126.00000,
,,,-00.000000259200,-126.00000,
,,,-00.000000259000,-126.00000,
,,,-00.000000258800,-126.00000,
,,,-00.000000258600,-126.00000,
,,,-00.000000258400,-126.00000,
,,,-00.000000258200,-126.00000,
,,,-00.000000258000,-126.00000,
,,,-00.000000257800,-126.00000,
,,,-00.000000257600,-126.00000,
,,,-00.000000257400,-126.00000,
,,,-00.000000257200,-126.00000,
,,,-00.000000257000,-126.00000,
,,,-00.000000256800,-126.00000,
,,,-00.000000256600,-126.00000,
,,,-00.000000256400,-126.00000,
,,,-00.000000256200,-126.00000,
,,,-00.000000256000,-126.00000,
,,,-00.000000255800,-126.00000,
,,,-00.000000255600,-126.00000,
,,,-00.000000255400,-126.00000,
,,,-00.000000255200,-126.00000,
,,,-00.000000255000,-126.00000,
,,,-00.000000254800,-126.00000,
,,,-00.000000254600,-126.00000,
,,,-00.000000254400,-126.00000,
,,,-00.000000254200,-126.00000,
,,,-00.000000254000,-126.00000,
,,,-00.000000253800,-126.00000,
,,,-00.000000253600,-126.00000,
,,,-00.000000253400,-126.00000,
,,,-00.000000253200,-126.00000,
,,,-00.000000253000,-126.00000,
,,,-00.000000252800,-126.00000,
,,,-00.000000252600,-126.00000,
,,,-00.000000252400,-126.00000,
,,,-00.000000252200,-126.00000,
,,,-00.000000252000,-126.00000,
,,,-00.000000251800,-126.00000,
,,,-00.000000251600,-126.00000,
,,,-00.000000251400,-126.00000,
,,,-00.000000251200,-126.00000,
,,,-00.000000251000,-126.00000,
,,,-00.000000250800,-126.00000,
,,,-00.000000250600,-124.00000,
,,,-00.000000250400,-126.00000,
,,,-00.000000250200,-126.00000,
,,,-00.000000250000,-126.00000,
,,,-00.000000249800,-126.00000,
,,,-00.000000249600,-126.00000,
,,,-00.000000249400,-126.00000,
,,,-00.000000249200,-126.00000,
,,,-00.000000249000,-126.00000,
,,,-00.000000248800,-126.00000,
,,,-00.000000248600,-126.00000,
,,,-00.000000248400,-126.00000,
,,,-00.000000248200,-126.00000,
,,,-00.000000248000,-126.00000,
,,,-00.000000247800,-126.00000,
,,,-00.000000247600,-126.00000,
,,,-00.000000247400,-126.00000,
,,,-00.000000247200,-126.00000,
,,,-00.000000247000,-126.00000,
,,,-00.000000246800,-126.00000,
,,,-00.000000246600,-126.00000,
,,,-00.000000246400,-126.00000,
,,,-00.000000246200,-126.00000,
,,,-00.000000246000,-126.00000,
,,,-00.000000245800,-126.00000,
,,,-00.000000245600,-126.00000,
,,,-00.000000245400,-126.00000,
,,,-00.000000245200,-126.00000,
,,,-00.000000245000,-126.00000,
,,,-00.000000244800,-124.00000,
,,,-00.000000244600,-124.00000,
,,,-00.000000244400,-124.00000,
,,,-00.000000244200,-126.00000,
,,,-00.000000244000,-126.00000,
,,,-00.000000243800,-126.00000,
,,,-00.000000243600,-126.00000,
,,,-00.000000243400,-126.00000,
,,,-00.000000243200,-126.00000,
,,,-00.000000243000,-126.00000,
,,,-00.000000242800,-126.00000,
,,,-00.000000242600,-126.00000,
,,,-00.000000242400,-126.00000,
,,,-00.000000242200,-126.00000,
,,,-00.000000242000,-126.00000,
,,,-00.000000241800,-126.00000,
,,,-00.000000241600,-126.00000,
,,,-00.000000241400,-126.00000,
,,,-00.000000241200,-126.00000,
,,,-00.000000241000,-126.00000,
,,,-00.000000240800,-126.00000,
,,,-00.000000240600,-126.00000,
,,,-00.000000240400,-126.00000,
,,,-00.000000240200,-126.00000,
,,,-00.000000240000,-126.00000,
,,,-00.000000239800,-126.00000,
,,,-00.000000239600,-126.00000,
,,,-00.000000239400,-126.00000,
,,,-00.000000239200,-126.00000,
,,,-00.000000239000,-126.00000,
,,,-00.000000238800,-126.00000,
,,,-00.000000238600,-126.00000,
,,,-00.000000238400,-126.00000,
,,,-00.000000238200,-126.00000,
,,,-00.000000238000,-126.00000,
,,,-00.000000237800,-126.00000,
,,,-00.000000237600,-126.00000,
,,,-00.000000237400,-126.00000,
,,,-00.000000237200,-126.00000,
